"","school","sex","address","famsize","Pstatus","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","bin_Mjob_at_home","bin_Mjob_health","bin_Mjob_other","bin_Mjob_services","bin_Mjob_teacher","bin_Fjob_teacher","bin_Fjob_other","bin_Fjob_services","bin_Fjob_health","bin_Fjob_at_home","bin_reason_course","bin_reason_other","bin_reason_home","bin_reason_reputation","bin_guardian_mother","bin_guardian_father","bin_guardian_other","age","Medu","Fedu","traveltime","studytime","famrel","freetime","goout","Dalc","Walc","health","absences","failures","G2","G1","G3","result"
"624","MS","M","U","LE3","T","no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","yes","no","no",18,4,4,2,3,4,2,2,2,2,5,0,0,16,15,16,"pass"
"625","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,1,1,3,1,5,2,1,1,2,1,0,1,8,8,9,"fail"
"626","MS","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",18,2,3,2,1,5,2,3,1,2,4,0,0,10,10,10,"pass"
"628","MS","M","R","LE3","T","no","yes","no","yes","yes","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no",18,1,2,3,1,4,3,3,2,3,3,3,0,10,9,10,"pass"
"629","MS","F","U","GT3","T","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no",17,2,2,1,3,3,4,3,1,1,3,8,0,11,10,12,"pass"
"630","MS","F","R","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,1,2,1,1,3,5,5,1,3,1,4,0,8,7,9,"fail"
"631","MS","F","R","LE3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,4,4,2,3,5,4,4,1,1,1,0,0,17,15,17,"pass"
"632","MS","F","R","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,1,1,4,3,4,3,2,1,2,4,4,0,11,10,12,"pass"
"633","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",19,1,1,2,2,4,3,3,1,1,3,4,1,8,7,9,"fail"
"634","MS","F","R","LE3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,4,4,1,2,5,4,3,3,4,2,1,0,14,13,14,"pass"
"635","MS","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,3,3,1,2,4,1,3,1,2,1,1,0,16,16,16,"pass"
"636","MS","F","R","GT3","T","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,1,1,2,4,5,4,2,3,1,10,0,9,8,9,"fail"
"637","MS","M","U","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no",18,4,4,1,2,3,2,4,1,4,2,4,0,18,17,19,"pass"
"639","MS","M","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",17,2,3,2,2,4,4,3,1,1,3,4,0,15,14,16,"pass"
"642","MS","F","R","GT3","T","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",18,2,2,2,3,5,3,3,1,3,4,0,0,17,14,15,"pass"
"643","MS","F","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","no",17,4,3,2,2,5,5,4,1,1,1,0,0,9,6,11,"pass"
"644","MS","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","yes","no","no",18,4,4,3,1,4,4,3,2,2,5,4,0,9,7,10,"pass"
"645","MS","F","R","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",19,2,3,1,3,5,4,2,1,2,5,4,1,11,10,10,"pass"
"646","MS","F","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,3,1,1,2,4,3,4,1,1,1,4,0,15,15,16,"pass"
"647","MS","F","U","GT3","T","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,1,1,2,2,1,1,1,1,1,5,6,0,12,11,9,"fail"
"648","MS","M","U","LE3","T","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,3,1,2,1,2,4,5,3,4,2,6,0,10,10,10,"pass"
"649","MS","M","R","LE3","T","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,3,2,3,1,4,4,1,3,4,5,4,0,11,10,11,"pass"
